MEM = MEAN
TIME = 130625/0000
STID = FP1 SLAT = 36.607 SLON = -97.488 MALT = 313.965

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
742.83,2636.90,17.51,-3.55,241.95,13.27,-0.13
700.36,3134.80,14.11,-9.39,238.29,14.94,-0.11
660.47,3630.80,10.18,-14.28,229.63,12.21,-0.09
622.76,4124.67,6.11,-13.16,220.57,10.20,-0.08
586.68,4616.67,1.76,-9.36,236.02,8.92,-0.06
551.52,5106.78,-2.86,-8.47,246.46,9.82,-0.05
518.31,5595.23,-6.66,-10.73,242.28,10.32,-0.04
487.27,6082.63,-9.44,-18.56,239.62,10.06,-0.04
457.22,6569.27,-12.68,-30.99,236.30,10.48,-0.03
428.63,7054.97,-16.59,-34.68,226.90,12.51,-0.02
402.05,7539.36,-20.53,-31.06,225.75,12.93,-0.02
376.73,8022.21,-24.56,-29.72,242.90,12.83,-0.02
352.57,8503.71,-28.33,-32.78,241.89,14.56,-0.01
329.23,8984.64,-31.87,-37.67,226.73,16.23,-0.01
306.73,9466.29,-35.06,-43.91,225.84,16.28,-0.01
285.25,9949.51,-38.41,-50.16,237.97,16.03,-0.01
264.84,10433.80,-42.57,-55.05,249.88,17.60,-0.01
246.13,10918.21,-46.60,-60.59,259.34,16.84,-0.00
229.06,11402.21,-50.30,-64.30,263.59,16.48,-0.00
213.44,11885.45,-53.65,-67.21,262.09,17.00,-0.00
198.40,12368.45,-56.74,-68.63,264.92,17.30,-0.00
183.27,12853.07,-59.92,-69.20,250.97,15.43,-0.00
169.49,13342.39,-61.01,-70.17,239.10,15.33,-0.00
156.71,13840.00,-59.30,-71.81,247.35,17.75,-0.00
144.61,14342.34,-59.45,-76.06,249.75,21.04,-0.00
133.71,14841.78,-61.21,-79.08,247.62,21.50,-0.00
122.94,15337.62,-62.71,-81.50,245.76,18.97,-0.00
112.60,15832.69,-64.06,-89.86,254.94,13.80,-0.00
104.35,16326.69,-64.19,-91.94,238.20,5.68,-0.00
96.79,16815.88,-66.05,-88.27,122.86,7.71,-0.00
89.69,17297.15,-68.89,-87.28,107.76,10.61,-0.00
82.82,17771.94,-70.49,-86.74,105.54,8.26,-0.00
75.98,18245.65,-70.73,-86.73,101.26,3.99,-0.00
69.99,18721.06,-70.45,-87.33,56.23,2.01,-0.00
65.21,19195.56,-69.78,-88.12,33.65,3.22,-0.00
60.79,19665.51,-70.23,-88.72,44.36,3.05,-0.00
56.39,20134.74,-67.14,-89.36,172.34,7.07,-0.00
51.85,20609.78,-64.68,-90.33,189.17,10.89,-0.00


MEM = 009
TIME = 130625/0000
STID = FP1 SLAT = 36.607 SLON = -97.488 MALT = 313.965

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
973.72,-999.00,33.01,17.79,176.99,8.21,-999.00
971.61,344.26,32.68,16.41,179.00,7.95,-0.23
963.68,418.07,31.86,16.17,180.02,9.07,-0.23
953.11,518.59,30.84,16.04,180.83,9.60,-0.22
939.89,646.44,29.56,15.89,181.45,9.92,-0.21
923.44,806.96,27.97,15.67,182.03,10.18,-0.20
902.49,1010.53,25.92,15.35,182.43,10.40,-0.19
876.74,1259.33,23.25,15.52,180.81,10.70,-0.17
851.35,1514.42,19.81,17.93,175.71,11.39,-0.16
824.75,1757.28,17.18,15.85,180.64,10.57,-0.15
800.98,2005.26,16.52,11.09,194.14,9.55,-0.14
776.75,2258.98,16.54,3.37,212.30,10.58,-0.12
744.86,2635.82,17.01,-7.34,205.79,10.75,-0.11
703.26,3133.28,15.14,-10.50,218.17,10.83,-0.09
663.31,3630.11,10.70,-9.32,237.59,10.84,-0.08
624.98,4124.31,6.25,-12.51,243.78,9.24,-0.06
588.25,4615.90,1.71,-12.50,252.80,7.37,-0.05
552.69,5105.23,-3.15,-11.44,249.86,6.79,-0.04
519.29,5592.50,-7.65,-10.73,236.14,6.92,-0.04
488.22,6078.39,-10.74,-14.67,222.69,7.21,-0.03
458.47,6563.65,-13.64,-21.76,222.63,10.28,-0.03
430.21,7048.29,-17.04,-25.97,221.92,16.64,-0.02
403.76,7531.90,-20.55,-28.20,227.73,18.72,-0.02
378.40,8014.14,-24.40,-30.27,245.66,18.73,-0.01
354.25,8494.71,-28.39,-36.15,245.12,20.61,-0.01
330.91,8973.77,-32.46,-41.12,233.99,20.98,-0.01
308.19,9452.88,-35.85,-43.59,232.45,18.79,-0.01
286.28,9934.03,-38.95,-46.76,238.11,17.94,-0.01
265.46,10417.45,-42.73,-52.24,246.76,18.08,-0.00
246.55,10901.87,-46.70,-59.12,259.89,17.18,-0.00
229.47,11385.60,-50.83,-62.17,263.25,18.45,-0.00
213.41,11867.25,-55.36,-63.81,255.14,20.23,-0.00
198.27,12347.65,-58.69,-66.94,253.28,19.33,-0.00
183.24,12829.92,-61.32,-70.32,251.66,15.72,-0.00
168.99,13317.53,-62.85,-71.44,243.80,14.66,-0.00
156.10,13813.01,-61.84,-71.20,253.44,17.41,-0.00
144.20,14312.47,-61.90,-73.02,254.69,21.11,-0.00
133.99,14808.84,-62.63,-76.14,250.46,21.76,-0.00
123.54,15300.86,-64.19,-80.21,243.47,20.94,-0.00
113.43,15790.80,-65.49,-87.56,246.58,18.12,-0.00
105.25,16279.85,-64.73,-88.60,251.41,10.32,-0.00
97.34,16767.72,-64.75,-86.03,139.12,2.39,-0.00
89.32,17254.24,-66.46,-85.46,106.20,6.10,-0.00
82.15,17739.43,-67.61,-85.97,107.90,5.49,-0.00
76.01,18223.77,-67.18,-86.58,115.81,3.43,-0.00
70.70,18706.97,-66.27,-87.31,99.12,4.91,-0.00
65.94,19187.74,-65.27,-88.20,79.28,7.22,-0.00
61.29,19666.06,-64.55,-88.99,83.52,9.12,-0.00
56.39,20143.55,-64.98,-90.10,102.32,10.27,-0.00
51.65,20624.75,-63.39,-90.02,114.84,10.21,-0.00


MEM = 010
TIME = 130625/0000
STID = FP1 SLAT = 36.607 SLON = -97.488 MALT = 313.965

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
971.77,-999.00,32.65,16.90,170.68,10.65,-999.00
970.44,344.26,32.67,15.45,168.17,10.43,-0.37
962.57,418.07,31.92,15.03,169.58,12.35,-0.36
952.02,518.58,30.92,14.76,170.68,13.22,-0.35
938.78,646.41,29.66,14.51,171.55,13.74,-0.34
922.38,806.89,28.08,14.21,172.38,14.09,-0.32
901.46,1010.40,26.05,13.85,173.31,14.34,-0.30
876.38,1259.07,23.42,14.20,172.32,14.47,-0.28
851.84,1513.82,20.57,15.06,177.00,13.88,-0.26
825.18,1756.21,19.94,6.03,194.66,13.33,-0.23
801.79,2004.28,20.70,-3.91,205.27,13.44,-0.21
776.94,2259.20,20.28,-7.41,215.38,13.77,-0.19
745.80,2638.00,19.20,-14.25,226.31,14.61,-0.17
703.14,3136.16,15.64,-30.09,238.65,15.64,-0.14
663.31,3632.02,10.76,-20.14,248.77,13.84,-0.12
625.40,4125.11,6.15,-16.17,243.28,10.38,-0.10
588.90,4615.96,1.69,-11.88,233.15,9.28,-0.09
553.28,5105.34,-2.56,-11.18,225.30,9.64,-0.07
519.64,5593.83,-6.21,-13.30,215.77,8.36,-0.06
488.44,6081.70,-9.00,-21.77,215.64,4.63,-0.05
458.49,6568.83,-12.30,-36.07,221.35,3.60,-0.04
429.90,7054.89,-16.29,-36.92,216.18,8.62,-0.03
403.24,7539.63,-20.21,-31.95,227.63,12.72,-0.03
377.85,8022.89,-24.22,-31.14,248.38,16.23,-0.02
353.52,8504.82,-28.00,-36.82,250.93,19.01,-0.02
330.07,8986.35,-31.40,-46.26,244.55,19.15,-0.01
307.67,9468.78,-34.49,-52.04,243.34,18.18,-0.01
286.36,9952.64,-37.88,-50.43,244.75,18.34,-0.01
266.05,10437.36,-41.94,-52.07,249.52,17.93,-0.01
247.25,10921.96,-46.17,-57.37,261.30,15.95,-0.01
230.09,11405.54,-50.27,-62.54,268.96,15.90,-0.00
213.88,11887.80,-54.29,-66.08,271.13,17.45,-0.00
198.50,12369.74,-57.64,-67.77,282.36,20.13,-0.00
183.51,12853.41,-60.58,-70.02,284.22,20.11,-0.00
170.03,13341.22,-61.80,-70.41,280.87,18.63,-0.00
157.67,13833.51,-62.19,-70.68,267.07,18.46,-0.00
145.42,14324.44,-64.92,-72.55,249.56,18.98,-0.00
134.41,14810.64,-65.86,-75.36,248.14,21.07,-0.00
123.27,15295.63,-66.76,-79.76,250.92,22.37,-0.00
112.86,15782.49,-67.04,-86.75,254.50,20.75,-0.00
104.80,16270.96,-65.60,-88.12,257.43,13.06,-0.00
97.13,16759.02,-65.06,-87.28,190.01,3.02,-0.00
89.41,17245.29,-66.59,-87.25,131.53,4.50,-0.00
82.51,17729.01,-67.62,-87.67,124.83,2.94,-0.00
76.42,18210.59,-67.52,-87.62,169.39,0.54,-0.00
70.95,18691.20,-66.29,-87.89,223.04,1.51,-0.00
66.26,19171.26,-64.14,-88.56,144.09,2.92,-0.00
61.37,19650.68,-63.45,-89.00,135.71,8.96,-0.00
56.28,20132.04,-62.83,-89.75,132.86,14.94,-0.00
51.79,20617.17,-61.94,-90.28,129.29,15.44,-0.00


MEM = 011
TIME = 130625/0000
STID = FP1 SLAT = 36.607 SLON = -97.488 MALT = 313.965

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
973.02,-999.00,32.56,14.82,181.65,9.24,-999.00
971.24,344.17,32.49,13.59,183.50,8.98,-0.24
963.24,417.76,31.72,13.29,184.84,10.67,-0.23
952.67,518.00,30.72,13.21,184.93,11.51,-0.22
939.37,645.52,29.45,13.14,184.59,12.04,-0.21
922.94,805.64,27.88,12.97,183.98,12.45,-0.20
902.16,1008.71,25.87,12.65,183.31,12.79,-0.19
877.34,1256.82,23.30,13.12,181.19,12.99,-0.18
852.07,1510.94,20.48,13.02,188.08,12.94,-0.16
826.39,1752.58,19.78,3.12,203.73,13.16,-0.15
803.54,1999.65,20.07,-5.47,207.48,14.50,-0.14
777.83,2253.54,19.28,-6.48,208.27,15.05,-0.12
745.28,2631.25,17.58,-7.90,210.74,15.09,-0.11
703.17,3128.68,14.86,-16.39,213.30,13.49,-0.09
663.97,3624.60,10.77,-14.94,230.21,9.00,-0.08
626.57,4117.92,6.36,-12.88,243.27,5.77,-0.07
590.28,4608.75,1.95,-10.65,255.71,7.38,-0.05
554.91,5097.46,-2.70,-9.70,244.39,9.32,-0.05
521.08,5584.46,-6.89,-10.54,230.54,10.13,-0.04
489.38,6070.72,-9.66,-17.41,221.62,8.73,-0.03
459.08,6556.93,-12.48,-30.10,222.66,8.65,-0.03
430.38,7042.96,-15.94,-36.55,222.87,14.38,-0.02
403.54,7528.31,-19.72,-32.34,227.41,18.33,-0.02
377.98,8012.34,-23.95,-29.51,241.30,18.56,-0.01
353.72,8494.78,-27.95,-31.98,240.99,18.68,-0.01
330.38,8976.25,-31.64,-37.56,228.40,17.78,-0.01
307.77,9457.93,-35.12,-44.88,223.23,15.14,-0.01
286.03,9940.65,-38.87,-49.65,233.15,14.02,-0.01
265.37,10424.11,-43.28,-53.07,245.46,15.75,-0.00
246.68,10907.45,-47.38,-57.81,259.60,15.98,-0.00
229.57,11389.96,-51.33,-61.09,269.27,17.62,-0.00
213.41,11871.24,-55.36,-64.12,268.75,19.93,-0.00
198.42,12352.07,-58.38,-68.30,266.03,21.16,-0.00
183.24,12834.49,-61.58,-71.11,256.34,19.78,-0.00
169.38,13321.61,-62.76,-71.13,248.38,18.24,-0.00
156.77,13815.37,-62.23,-70.86,247.63,19.39,-0.00
144.67,14311.23,-63.20,-72.16,244.78,21.81,-0.00
134.15,14804.28,-63.47,-74.80,244.13,23.41,-0.00
123.46,15294.91,-64.67,-80.12,242.82,23.36,-0.00
113.19,15784.93,-65.76,-89.92,242.50,21.19,-0.00
105.02,16276.01,-63.84,-89.38,241.89,13.65,-0.00
97.27,16767.99,-62.98,-86.25,193.97,3.26,-0.00
89.52,17259.76,-63.68,-85.96,93.66,2.32,-0.00
82.66,17750.95,-63.75,-86.26,61.50,3.51,-0.00
76.44,18240.47,-64.40,-86.42,68.45,5.78,-0.00
70.73,18726.45,-65.64,-86.76,76.37,8.70,-0.00
65.58,19207.58,-66.88,-87.52,70.50,11.03,-0.00
60.69,19683.97,-68.04,-88.44,77.94,11.33,-0.00
56.12,20158.08,-67.70,-89.38,59.97,11.42,-0.00
51.72,20634.39,-65.86,-90.24,66.14,2.60,-0.00


MEM = 012
TIME = 130625/0000
STID = FP1 SLAT = 36.607 SLON = -97.488 MALT = 313.965

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
971.60,-999.00,33.29,17.62,172.97,9.25,-999.00
969.50,344.32,33.01,16.04,172.59,9.34,-0.33
961.64,418.28,32.26,15.64,173.15,10.84,-0.33
951.03,518.99,31.24,15.40,173.63,11.53,-0.32
937.85,647.09,29.98,15.19,173.94,11.94,-0.30
921.59,807.89,28.40,14.94,174.06,12.23,-0.29
900.93,1011.78,26.37,14.59,174.02,12.49,-0.27
875.84,1260.87,23.71,14.92,172.64,12.79,-0.25
850.33,1516.10,20.54,16.05,172.70,13.13,-0.23
823.43,1759.02,18.74,11.32,182.59,12.28,-0.21
800.57,2007.31,18.80,5.27,194.87,11.31,-0.19
776.32,2261.86,18.97,-2.57,211.27,11.22,-0.18
744.49,2639.49,17.42,-7.83,218.64,12.23,-0.16
702.29,3136.45,14.85,-21.20,223.65,12.41,-0.13
662.82,3631.75,10.54,-19.59,242.40,9.97,-0.11
625.36,4124.40,6.17,-17.10,262.13,9.91,-0.09
589.12,4614.60,1.92,-16.58,267.98,10.12,-0.08
553.68,5102.98,-2.39,-15.49,254.99,9.13,-0.06
519.86,5590.58,-6.14,-14.08,231.04,8.98,-0.05
487.97,6078.28,-9.03,-19.10,222.55,10.12,-0.04
457.70,6565.97,-12.34,-25.95,226.70,13.19,-0.04
429.39,7052.72,-16.33,-27.41,225.59,17.58,-0.03
402.98,7537.54,-20.46,-28.30,230.98,17.71,-0.02
377.74,8020.09,-24.64,-30.24,250.40,16.04,-0.02
353.53,8500.78,-28.52,-36.52,252.17,16.82,-0.02
330.22,8980.61,-32.10,-43.42,237.46,18.09,-0.01
307.90,9460.97,-35.20,-47.95,233.64,18.29,-0.01
286.50,9942.84,-38.43,-50.13,242.50,20.40,-0.01
266.07,10426.04,-42.31,-53.40,250.93,23.74,-0.01
247.21,10909.52,-46.48,-57.46,259.60,23.52,-0.01
229.88,11392.07,-50.76,-60.68,263.81,23.82,-0.00
213.67,11873.65,-54.46,-64.80,260.47,24.61,-0.00
198.62,12355.97,-56.85,-69.68,267.14,23.74,-0.00
183.24,12841.49,-59.56,-72.14,270.69,19.85,-0.00
168.68,13331.21,-62.79,-70.99,247.47,13.47,-0.00
156.13,13825.09,-63.22,-71.19,231.67,14.66,-0.00
144.24,14320.44,-63.54,-73.90,227.91,19.62,-0.00
133.72,14814.01,-63.39,-76.79,228.50,21.49,-0.00
122.91,15305.63,-64.92,-80.28,224.59,19.11,-0.00
112.69,15796.09,-66.40,-85.91,214.04,13.03,-0.00
104.63,16287.09,-64.38,-86.21,205.12,6.34,-0.00
96.93,16778.89,-63.51,-84.72,114.05,7.31,-0.00
89.22,17269.10,-65.32,-84.72,100.43,8.75,-0.00
82.31,17756.01,-66.76,-85.34,94.75,6.12,-0.00
76.25,18239.84,-67.04,-85.81,75.03,2.88,-0.00
70.71,18721.00,-67.10,-86.58,19.70,2.97,-0.00
65.82,19199.37,-66.52,-87.81,7.71,4.69,-0.00
61.21,19674.17,-66.68,-89.00,38.50,3.53,-0.00
56.56,20147.28,-65.95,-89.76,90.65,0.52,-0.00
52.29,20622.77,-63.79,-90.28,118.42,7.78,-0.00


MEM = 013
TIME = 130625/0000
STID = FP1 SLAT = 36.607 SLON = -97.488 MALT = 313.965

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
972.82,-999.00,32.89,14.89,172.99,8.87,-999.00
971.12,344.20,32.80,13.48,176.28,8.52,-0.29
963.22,417.85,32.04,13.02,176.48,9.97,-0.28
952.76,518.14,31.04,12.79,176.87,10.57,-0.28
939.69,645.69,29.80,12.58,177.18,10.89,-0.27
923.53,805.79,28.25,12.28,177.44,11.09,-0.25
902.97,1008.76,26.24,11.84,177.82,11.24,-0.24
877.91,1256.73,23.60,12.42,176.83,11.32,-0.22
853.48,1510.80,20.40,14.78,178.66,10.85,-0.20
827.13,1752.57,19.02,8.80,198.37,10.76,-0.19
803.41,1999.82,19.23,1.32,206.42,12.47,-0.17
777.85,2253.73,18.69,-2.27,210.14,14.14,-0.15
744.94,2631.38,17.36,-6.95,214.69,14.95,-0.14
701.80,3128.70,14.43,-20.46,219.67,13.85,-0.11
662.28,3624.45,10.30,-20.18,231.27,10.02,-0.10
624.67,4118.03,6.04,-14.41,239.61,7.85,-0.08
588.53,4609.82,1.80,-9.91,245.34,8.42,-0.07
553.53,5099.87,-2.57,-9.59,241.27,9.56,-0.06
520.08,5588.10,-6.71,-11.45,234.88,8.86,-0.05
488.71,6075.05,-9.84,-16.88,228.19,7.16,-0.04
458.71,6561.39,-12.90,-24.63,223.81,8.83,-0.03
430.41,7046.87,-16.67,-27.05,223.36,13.95,-0.03
403.98,7530.54,-20.81,-27.40,235.42,15.33,-0.02
378.60,8011.99,-24.99,-28.62,259.36,15.60,-0.02
354.32,8492.13,-28.38,-33.81,257.18,16.32,-0.01
330.83,8972.52,-31.42,-39.94,237.09,17.45,-0.01
308.13,9454.14,-34.68,-46.36,232.08,17.54,-0.01
286.48,9937.01,-38.45,-50.22,240.28,17.43,-0.01
265.87,10420.39,-42.91,-52.05,249.75,18.81,-0.01
247.16,10903.42,-47.14,-55.74,263.11,19.54,-0.00
230.07,11385.42,-51.09,-59.85,272.96,20.27,-0.00
214.16,11866.51,-54.47,-64.80,277.67,18.60,-0.00
198.97,12347.55,-57.66,-72.00,273.01,17.47,-0.00
183.59,12830.12,-61.12,-73.88,263.41,19.09,-0.00
169.65,13318.62,-61.24,-71.90,257.67,19.00,-0.00
157.06,13815.64,-60.19,-72.73,245.18,17.86,-0.00
145.31,14315.04,-60.85,-74.70,228.77,18.61,-0.00
134.64,14811.33,-61.29,-76.30,219.57,19.75,-0.00
123.74,15304.87,-63.06,-79.52,214.98,19.00,-0.00
113.25,15796.46,-65.40,-87.35,218.15,15.67,-0.00
105.03,16285.89,-65.44,-88.26,204.14,8.82,-0.00
97.38,16771.40,-66.57,-85.51,115.92,8.84,-0.00
89.94,17251.72,-68.61,-85.27,92.94,9.71,-0.00
82.85,17728.69,-69.49,-85.91,75.34,4.43,-0.00
76.42,18206.21,-68.46,-86.33,352.84,1.38,-0.00
70.86,18686.51,-66.07,-86.89,321.57,1.00,-0.00
66.12,19168.73,-63.37,-87.76,46.65,2.43,-0.00
61.25,19650.70,-63.02,-88.66,80.12,5.71,-0.00
56.44,20131.93,-63.38,-89.55,91.91,9.37,-0.00
52.12,20613.53,-62.73,-90.20,87.28,11.04,-0.00


MEM = 014
TIME = 130625/0000
STID = FP1 SLAT = 36.607 SLON = -97.488 MALT = 313.965

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
972.67,-999.00,32.85,17.33,164.91,9.24,-999.00
969.86,344.27,32.57,16.03,168.76,9.45,-0.36
961.98,418.09,31.78,15.72,170.24,10.90,-0.35
951.53,518.61,30.77,15.52,171.19,11.49,-0.34
938.47,646.46,29.52,15.30,171.84,11.77,-0.33
922.34,806.91,27.96,14.98,172.33,11.92,-0.31
901.71,1010.34,25.95,14.51,172.55,12.02,-0.29
876.61,1258.86,23.31,14.83,170.38,12.24,-0.27
851.50,1513.22,20.60,13.39,173.73,11.48,-0.25
824.82,1754.99,19.84,3.32,192.74,10.22,-0.23
801.78,2002.23,20.32,-8.82,210.87,10.67,-0.21
776.84,2256.05,19.41,-10.79,218.94,11.01,-0.19
744.00,2633.11,16.80,-7.14,218.42,11.53,-0.17
702.24,3129.62,13.78,-8.62,216.21,11.69,-0.14
663.08,3625.07,10.17,-8.54,227.37,9.72,-0.12
625.47,4118.58,6.28,-10.32,238.50,7.72,-0.10
589.03,4609.88,2.03,-10.88,255.37,6.61,-0.08
553.50,5099.15,-2.56,-10.59,247.50,7.22,-0.07
519.66,5586.98,-6.65,-11.16,231.02,8.49,-0.06
487.97,6073.87,-9.94,-17.04,235.16,7.48,-0.05
457.95,6559.81,-13.42,-23.85,247.83,8.52,-0.04
429.41,7044.85,-17.04,-27.09,233.83,14.29,-0.03
402.50,7529.18,-20.62,-28.03,228.32,18.02,-0.03
376.82,8012.90,-24.28,-28.60,247.23,17.83,-0.02
352.50,8496.24,-27.63,-33.84,252.25,18.76,-0.02
329.09,8979.44,-31.24,-40.28,240.72,19.91,-0.01
306.87,9462.52,-35.06,-46.05,239.50,20.28,-0.01
285.61,9945.59,-38.98,-49.92,244.05,20.35,-0.01
265.26,10428.86,-43.16,-53.13,249.31,19.97,-0.01
246.68,10912.11,-47.06,-57.29,260.36,20.07,-0.01
229.70,11394.37,-51.15,-60.21,267.87,22.84,-0.00
213.67,11874.64,-55.47,-63.03,265.24,24.72,-0.00
198.62,12353.54,-58.93,-65.89,257.85,24.92,-0.00
184.07,12833.45,-61.51,-69.05,257.26,22.33,-0.00
170.26,13316.79,-63.49,-70.33,261.40,19.38,-0.00
157.26,13805.09,-63.86,-69.93,253.46,20.76,-0.00
144.97,14295.55,-64.50,-71.04,247.72,23.90,-0.00
134.36,14784.38,-64.41,-73.44,248.27,26.72,-0.00
123.28,15271.63,-66.01,-78.85,246.27,26.37,-0.00
112.82,15758.19,-67.76,-94.11,248.91,24.77,-0.00
104.89,16245.99,-65.00,-97.33,244.68,16.60,-0.00
97.12,16736.93,-62.72,-88.38,165.68,7.11,-0.00
89.03,17229.80,-63.91,-87.63,106.06,9.15,-0.00
81.99,17722.38,-64.63,-87.68,73.25,9.99,-0.00
76.06,18213.10,-64.66,-87.44,51.51,10.59,-0.00
70.88,18700.17,-64.46,-87.33,55.57,9.15,-0.00
66.11,19181.89,-64.86,-87.95,62.44,7.59,-0.00
61.11,19657.87,-66.74,-89.18,74.70,6.87,-0.00
56.34,20133.28,-65.05,-90.42,129.38,8.98,-0.00
52.01,20614.90,-61.31,-90.08,138.02,11.97,-0.00


MEM = 015
TIME = 130625/0000
STID = FP1 SLAT = 36.607 SLON = -97.488 MALT = 313.965

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
972.11,-999.00,33.10,16.18,176.84,9.22,-999.00
969.28,344.32,32.94,15.98,177.34,9.29,-0.32
961.66,418.25,32.19,15.60,178.20,10.76,-0.31
951.18,518.91,31.19,15.35,178.89,11.41,-0.30
938.21,646.92,29.96,15.08,179.44,11.76,-0.29
922.36,807.56,28.44,14.67,180.00,12.01,-0.28
902.11,1011.14,26.48,14.05,180.56,12.23,-0.26
877.42,1259.73,23.83,14.44,179.17,12.56,-0.24
852.14,1514.38,20.32,16.54,178.96,12.46,-0.22
825.28,1756.76,19.13,10.37,199.71,11.25,-0.20
801.09,2004.76,19.94,0.28,212.69,11.60,-0.19
775.74,2259.42,19.54,-5.85,215.38,11.94,-0.17
743.89,2637.57,17.78,-9.17,218.14,12.02,-0.15
701.80,3135.09,14.86,-19.66,225.32,11.72,-0.13
662.94,3631.00,10.84,-15.29,239.51,11.09,-0.11
625.67,4124.67,6.65,-11.65,250.71,10.73,-0.09
589.30,4616.12,2.28,-10.79,261.70,8.84,-0.07
553.55,5105.52,-2.25,-12.24,261.05,7.91,-0.06
519.73,5593.48,-6.21,-13.97,249.50,7.99,-0.05
488.07,6081.00,-9.08,-19.27,241.89,8.11,-0.04
457.85,6568.57,-12.12,-27.89,235.21,10.80,-0.04
429.47,7055.49,-15.98,-31.35,226.91,16.34,-0.03
403.08,7540.56,-20.18,-30.32,227.95,18.89,-0.02
377.81,8023.37,-24.42,-29.65,240.83,17.72,-0.02
353.56,8504.57,-28.18,-32.39,242.18,16.87,-0.02
330.10,8985.34,-31.67,-37.38,230.99,17.37,-0.01
307.61,9466.55,-35.15,-44.36,229.08,17.70,-0.01
286.16,9948.46,-38.92,-49.00,239.16,18.15,-0.01
265.86,10431.07,-42.80,-52.94,253.33,19.80,-0.01
247.31,10914.03,-46.51,-58.93,266.12,20.49,-0.01
230.13,11396.77,-50.16,-63.36,269.81,21.18,-0.00
214.13,11879.41,-53.29,-67.70,269.40,21.37,-0.00
198.80,12363.00,-56.12,-69.03,275.67,22.43,-0.00
183.20,12848.92,-59.71,-70.93,273.94,21.54,-0.00
169.16,13338.76,-61.93,-70.95,261.75,16.50,-0.00
156.88,13831.85,-63.09,-70.71,250.72,15.57,-0.00
145.02,14323.33,-64.74,-72.67,240.05,18.17,-0.00
134.62,14810.44,-65.09,-74.84,240.53,21.90,-0.00
123.68,15295.01,-66.46,-79.64,241.14,23.95,-0.00
113.27,15780.24,-66.87,-91.69,243.33,19.89,-0.00
105.01,16267.96,-64.83,-91.48,230.56,11.05,-0.00
97.19,16756.19,-64.72,-86.26,118.88,8.81,-0.00
89.30,17241.94,-67.08,-85.06,96.56,12.54,-0.00
81.92,17725.42,-68.62,-85.46,97.07,7.90,-0.00
75.53,18208.85,-68.39,-86.50,89.89,2.07,-0.00
70.26,18693.79,-65.75,-87.73,350.60,5.05,-0.00
65.97,19181.62,-60.47,-88.60,353.39,10.33,-0.00
61.37,19673.18,-57.00,-89.05,10.54,9.04,-0.00
56.62,20167.57,-56.21,-89.43,94.00,5.11,-0.00
51.92,20663.27,-57.13,-89.75,131.21,12.36,-0.00


MEM = 016
TIME = 130625/0000
STID = FP1 SLAT = 36.607 SLON = -97.488 MALT = 313.965

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
971.90,-999.00,32.65,18.55,177.64,9.86,-999.00
971.40,344.31,32.60,16.78,176.73,9.35,-0.32
963.49,418.22,31.83,16.38,177.98,10.91,-0.31
952.81,518.88,30.82,16.07,179.08,11.64,-0.30
939.49,646.90,29.57,15.75,180.11,12.10,-0.29
923.06,807.61,28.01,15.35,181.18,12.46,-0.28
902.07,1011.41,25.99,14.80,182.29,12.83,-0.26
877.03,1260.42,23.35,15.26,181.77,13.31,-0.24
852.13,1515.23,21.27,11.75,190.45,13.67,-0.22
825.60,1757.40,20.73,-0.16,205.67,13.03,-0.20
801.96,2005.24,21.02,-12.40,214.81,12.65,-0.18
777.33,2259.83,20.25,-15.06,219.95,12.46,-0.17
745.78,2638.11,18.66,-16.07,222.50,12.07,-0.15
703.90,3136.04,15.48,-21.75,222.00,12.19,-0.12
664.40,3631.99,10.90,-18.53,226.19,10.96,-0.11
626.66,4125.18,6.44,-15.40,233.08,9.32,-0.09
590.02,4616.34,2.13,-10.99,255.24,8.59,-0.07
554.20,5106.00,-2.39,-10.89,259.30,8.52,-0.06
520.31,5594.30,-6.40,-12.90,241.04,7.91,-0.05
488.84,6081.87,-9.24,-20.25,220.00,7.21,-0.04
458.75,6568.96,-12.49,-30.09,207.08,7.95,-0.04
430.37,7055.01,-16.46,-31.26,205.93,12.63,-0.03
403.90,7539.29,-20.50,-30.74,208.68,15.11,-0.02
378.47,8021.77,-24.45,-31.44,229.04,12.77,-0.02
354.01,8503.05,-28.17,-37.26,242.39,12.58,-0.02
330.50,8983.76,-31.93,-41.99,231.32,13.50,-0.01
308.09,9464.65,-35.46,-43.49,225.45,14.20,-0.01
286.47,9946.79,-38.75,-47.93,240.41,15.19,-0.01
265.86,10430.41,-42.69,-53.21,250.88,17.25,-0.01
247.00,10914.31,-46.93,-57.62,261.82,17.82,-0.01
229.82,11397.27,-51.03,-60.75,272.06,18.89,-0.00
213.96,11878.77,-54.84,-64.29,274.50,18.79,-0.00
